Model,Year,Price
Metris Base,2023,46799.333333333336
Mirage ES,2019,13998.0
Mirage ES,2021,11673.5
Mirage ES,2022,11810.0
Mirage G4 ES,2019,9247.0
Mirage G4 ES,2020,7995.0
Mirage G4 ES,2021,9949.0
Mirage G4 LE,2022,16095.0
Mirage G4 LE,2023,17594.0
Mirage LE,2019,13995.0
Mirage LE,2020,14495.0
Mirage LE,2021,11547.0
Mirage SE,2018,5499.0
Model A Base,1932,71995.0
Mulsanne Base,2011,74890.0
Murano Platinum,2015,13281.333333333334
Murano Platinum,2017,15761.0
Murano Platinum,2018,18471.0
Murano Platinum,2019,24050.0
Murano Platinum,2022,29300.0
Murano Platinum,2024,35977.0
Murano Platinum Intelligent AWD,2020,24397.5
Murano Platinum Intelligent AWD,2021,25500.0
Murano Platinum Intelligent AWD,2023,31166.75
Murano S,2015,11890.0
Murano S,2017,17953.0
Murano S,2018,15326.5
Murano S,2020,19995.0
Murano S,2022,18926.0
Murano S,2023,22998.0
Murano S AWD,2023,20995.0
Murano S FWD,2021,22600.0
Murano S Intelligent AWD,2020,19095.0
Murano SL,2007,8500.0
Murano SL,2009,11985.0
Murano SL,2012,12850.0
Murano SL,2016,19998.0
Murano SL,2017,16995.0
Murano SL,2018,13920.0
Murano SL,2019,22177.0
Murano SL,2023,23001.666666666668
Murano SL,2024,35767.0
Murano SL FWD,2023,25333.0
Murano SL FWD,2024,34699.0
Murano SL Intelligent AWD,2021,26243.0
Murano SL Intelligent AWD,2022,28522.0
Murano SL Intelligent AWD,2023,25262.0
Murano SV,2017,13500.0
Murano SV,2018,20999.0
Murano SV FWD,2022,24195.0
Murano SV FWD,2023,19295.0
Murano SV Intelligent AWD,2021,24946.0
Murano SV Intelligent AWD,2022,27485.333333333332
Murano SV Intelligent AWD,2023,21891.0
Murano SV Intelligent AWD,2024,28473.0
NV Cargo NV1500 S V6,2015,16995.0
NV Cargo NV1500 SV V6,2017,15950.0
NV Cargo NV2500 HD SV V6,2019,16995.0
NV200 S,2015,10850.0
NV200 S,2020,13795.0
NV200 S,2021,19295.0
NV200 SV,2017,21972.5
NV200 SV,2018,12750.0
NV200 SV,2019,12974.5
NV200 SV,2021,16153.666666666666
NX 200t,2016,23998.0
NX 200t,2017,24998.0
NX 200t F Sport,2015,18488.0
NX 200t F Sport,2016,21447.5
NX 200t F-Sport,2016,18998.0
NX 300 Base,2018,25917.0
NX 300 Base,2020,26444.0
NX 300 Base,2021,34995.0
NX 350 350 Base,2022,35972.0
NX 350 F SPORT Handling,2024,43500.0
Nautilus Black Label,2022,44917.0
Nautilus Premiere,2024,49495.0
Nautilus Reserve,2020,26610.75
Nautilus Reserve,2021,30234.166666666668
Nautilus Reserve,2022,33953.5
Nautilus Reserve,2023,38735.4
Nautilus Select,2019,31435.0
Nautilus Standard,2020,21490.0
Nautilus Standard,2022,31999.0
Nautilus Standard,2023,39000.0
Navigator Black Label,2022,66374.0
Navigator L Reserve,2021,41980.0
Navigator Reserve,2018,29662.666666666668
Navigator Reserve,2019,32326.333333333332
Navigator Reserve,2021,44466.666666666664
Navigator Reserve,2022,56995.0
Navigator Reserve,2023,59997.0
New Compass Latitude,2017,13195.5
Night Crew Cab 4x4 5'7' Box,2017,22248.5
Niro EV EX,2022,15288.0
Niro EV EX FWD,2022,19980.0
Niro EV EX Premium,2020,19552.0
Niro EV Wave,2023,28609.0
Niro EV Wind,2023,23491.0
Niro EX,2023,29995.0
Niro EX Premium,2020,17322.0
Niro LX,2019,12994.0
Niro LX,2023,22980.0
Niro LXS,2022,22609.0
Niro S Touring,2019,16998.0
Niro SX,2023,24926.0
Niro Touring,2017,13740.0
Niro Touring SE,2022,22595.0
Odyssey EX,2011,10999.0
Odyssey EX,2012,10991.0
Odyssey EX,2014,9700.0
Odyssey EX,2016,14443.0
Odyssey EX,2018,17999.0
Odyssey EX,2019,19992.0
Odyssey EX,2020,25189.5
Odyssey EX,2021,29998.0
Odyssey EX,2022,32094.0
Odyssey EX-L,2006,4499.0
Odyssey EX-L,2007,6995.0
Odyssey EX-L,2008,4999.0
Odyssey EX-L,2011,7495.0
Odyssey EX-L,2012,10990.0
Odyssey EX-L,2014,16467.5
Odyssey EX-L,2015,9649.0
Odyssey EX-L,2016,16702.0
Odyssey EX-L,2018,25147.5
Odyssey EX-L,2019,24477.0
Odyssey EX-L,2020,28936.5
Odyssey EX-L,2022,33421.0
Odyssey EX-L,2024,36154.0
Odyssey Elite,2019,28998.0
Odyssey Elite,2020,29990.0
Odyssey Elite,2022,40013.0
Odyssey Elite,2024,43250.0
Odyssey LX,2019,19950.0
Odyssey SE,2017,17695.0
Odyssey Sport,2023,52999.0
Odyssey Sport,2024,36250.0
Odyssey Touring,2011,6500.0
Odyssey Touring,2012,8599.0
Odyssey Touring,2015,14995.0
Odyssey Touring,2021,31995.0
Odyssey Touring,2022,31942.666666666668
Odyssey Touring,2023,38157.333333333336
Odyssey Touring,2025,44093.5
Odyssey Touring Elite,2014,15648.0
Optima EX,2009,3947.0
Optima EX,2015,9991.0
Optima EX,2016,9743.0
Optima EX,2018,12117.0
Optima EX,2019,14498.5
Optima LX,2014,8724.5
Optima LX,2016,7995.0
Optima LX,2017,11226.25
Optima LX,2018,11297.0
Optima LX,2019,13036.666666666666
Optima LX,2020,15364.25
Optima S,2019,13495.0
Optima S,2020,15215.5
Optima SX,2011,8979.0
Optima SX Turbo,2015,12990.0
Outback,2022,25250.0
Outback 2.5I Limited,2016,20998.0
Outback 2.5I Limited,2017,25998.0
Outback 2.5I Premium,2017,18998.0
Outback 2.5i,2014,11506.0
Outback 2.5i Limited,2012,11963.0
Outback 2.5i Limited,2013,8990.0
Outback 2.5i Limited,2016,18442.5
Outback 2.5i Limited,2017,17039.0
Outback 2.5i Limited,2018,21888.0
Outback 2.5i Premium,2015,12798.0
Outback 2.5i Premium,2016,17695.0
Outback 2.5i Premium,2017,14960.75
Outback 2.5i Premium,2018,15472.5
Outback 2.5i Premium,2019,13945.0
Outback 2.5i Touring,2019,21745.0
Outback 3.6R Limited,2015,12944.0
Outback 3.6R Limited,2016,15998.0
Outback 3.6R Touring,2017,14495.0
Outback 3.6R Touring,2018,10495.0
Outback Limited,2020,23329.0
Outback Limited,2021,24365.333333333332
Outback Limited,2022,28390.666666666668
Outback Limited,2023,29998.75
Outback Limited,2024,33325.75
Outback Limited XT,2021,22985.0
Outback Limited XT,2023,29337.0
Outback Onyx Edition,2024,31259.5
Outback Onyx Edition XT,2020,23950.0
Outback Onyx Edition XT,2022,26575.5
Outback Premium,2015,18998.0
Outback Premium,2021,22676.0
Outback Premium,2022,26584.75
Outback Premium,2023,27973.0
Outback Premium,2024,28831.666666666668
Outback Premium,2025,31575.0
Outback Touring,2021,24810.5
Outback Touring,2022,29613.0
Outback Touring XT,2020,28885.5
Outback Touring XT,2022,28388.0
Outback Touring XT,2024,33136.5
Outback Wilderness,2022,30065.4
Outback Wilderness,2024,37500.0
Outdoorsman,2014,16896.0
Outlander ES,2017,14599.0
Outlander ES,2018,10795.0
Outlander ES 2.5 2WD,2022,19880.0
Outlander ES 2.5 S-AWC,2022,20885.0
Outlander GT,2015,10999.0
Outlander PHEV SEL,2019,19495.0
Outlander PHEV SEL,2022,18223.0
Outlander SE,2016,14998.0
Outlander SE,2019,16998.0
Outlander SE,2022,21998.0
Outlander SE 2.5 2WD,2023,22398.0
Outlander SE 2.5 2WD,2024,27700.0
Outlander SE 2.5 S-AWC,2022,23995.0
Outlander SE 2.5 S-AWC,2023,25595.0
Outlander SE 2.5 S-AWC,2024,28295.0
Outlander SE Black Edition S-AWC,2024,27231.0
Outlander SEL,2020,16295.0
Outlander SEL 2.5 S-AWC,2022,28022.5
Outlander Sport,2021,18900.0
Outlander Sport 2.0 ES,2022,18432.0
Outlander Sport 2.0 ES,2023,21923.0
Outlander Sport 2.0 ES,2024,21993.0
Outlander Sport 2.0 LE,2019,13715.0
Outlander Sport 2.0 S,2021,17595.0
Outlander Sport 2.4 SE,2017,9999.0
Outlander Sport ES,2017,14998.0
Outlander Sport SE,2018,16998.0
Outlander Sport SE,2021,20998.0
Outlander Sport SE,2023,20998.0
PALISADE Calligraphy,2021,27579.5
PALISADE Calligraphy,2023,37586.5
PALISADE Calligraphy,2024,43422.0
PALISADE Limited,2020,27700.4
PALISADE Limited,2021,24900.0
PALISADE Limited,2024,43022.5
PALISADE SE,2021,19895.0
PALISADE SEL,2020,22596.0
PALISADE SEL,2021,23795.0
PALISADE SEL,2022,30233.0
PALISADE SEL,2023,35724.0
PALISADE SEL,2024,34099.666666666664
PALISADE SEL,2025,38195.0
PALISADE XRT,2024,36746.5
PT Cruiser Touring,2006,8850.0
Pacifica Hybrid Limited,2023,33747.0
Pacifica Hybrid Pinnacle,2024,50991.0
Pacifica Hybrid Premium S Appearance Pkg,2024,43000.0
Pacifica Hybrid Select,2024,32929.5
Pacifica Hybrid Touring L,2021,19995.0
Pacifica Hybrid Touring L,2023,25000.0
Pacifica L,2020,25995.0
Pacifica LX,2017,13745.0
Pacifica Limited,2017,18347.666666666668
Pacifica Limited,2018,16495.0
Pacifica Limited,2019,19844.5
Pacifica Limited,2020,23995.0
Pacifica Limited,2021,36347.0
Pacifica Limited,2023,28285.5
Pacifica Limited,2024,38551.0
Pacifica Limited,2025,49977.0
Pacifica Touring,2020,18176.5
Pacifica Touring,2021,25555.0
Pacifica Touring,2023,26998.0
Pacifica Touring L,2020,17977.0
Pacifica Touring L,2021,19995.0
Pacifica Touring L,2022,21831.545454545456
Pacifica Touring L,2023,31903.666666666668
Pacifica Touring L,2024,30190.0
Pacifica Touring Plus,2018,16494.0
Pacifica Touring-L,2017,19069.333333333332
Pacifica Touring-L,2018,17935.0
Pacifica Touring-L,2022,20893.0
Pacifica Touring-L,2023,23695.0
Pacifica Touring-L Plus,2019,16000.0
Pacifica Touring-L Plus,2020,20900.0
Panamera 4,2013,21995.0
Panamera 4,2018,67991.0
Panamera 4S Executive,2018,52055.0
Panamera E-Hybrid 4,2023,95980.0
Panamera Platinum Edition,2022,78900.0
Passat 1.8T Auto SE,2014,8985.0
Passat 1.8T Auto SEL Premium,2014,6990.0
Passat 1.8T Auto Sport,2015,8998.0
Passat 1.8T R-Line,2016,9450.0
Passat 1.8T R-Line,2017,11000.0
Passat 1.8T R-Line w/Comfort,2017,12273.666666666666
Passat 1.8T S,2014,9900.0
Passat 1.8T S,2015,9896.0
Passat 1.8T S,2016,12998.0
Passat 1.8T S,2017,9991.0
Passat 1.8T SE,2016,12985.0
Passat 1.8T SEL Premium,2017,14994.5
Passat 1.8T SEL Premium Automatic,2017,9945.0
Passat 1.8T Sport,2015,11995.0
Passat 2.0L TDI DSG SE w/Sunroof,2015,9500.0
Passat 2.0T,2008,5995.0
Passat 2.0T S,2021,19133.0
Passat 2.0T SE,2018,16928.0
Passat 2.0T SE,2021,14995.0
Passat 2.0T SE,2022,17971.0
Passat 2.0T SEL,2020,18045.0
Passat 2.0T Wolfsburg Edition,2019,16695.0
Passat 2.5 SE,2013,7385.5
Passat S,2017,14998.0
Passat Wolfsburg Edition,2019,18998.0
Passport AWD EX-L,2020,24888.0
Passport AWD EX-L,2021,28995.0
Passport AWD EX-L,2022,28355.666666666668
Passport AWD TrailSport,2022,32956.75
Passport EX-L,2021,27984.0
Passport EX-L,2022,34988.0
Passport EX-L,2025,40200.0
Passport Elite,2019,23650.0
Passport Elite,2020,27997.0
Passport Sport,2021,26998.0
Passport TrailSport,2022,26480.0
Pathfinder Platinum,2013,9995.0
Pathfinder Platinum,2014,8950.0
Pathfinder Platinum,2017,8554.0
Pathfinder Platinum,2018,13927.5
Pathfinder Platinum,2025,48320.0
Pathfinder Platinum 4WD,2020,23497.5
Pathfinder Platinum 4WD,2022,36248.5
Pathfinder Platinum 4WD,2023,36914.666666666664
Pathfinder Platinum 4WD,2024,40185.0
Pathfinder Rock Creek,2023,32401.0
Pathfinder Rock Creek,2024,35123.0
Pathfinder Rock Creek 4WD,2023,34882.0
Pathfinder S,2014,9395.0
Pathfinder S,2024,33199.0
Pathfinder S 4WD,2023,30999.0
Pathfinder SL,2023,36595.0
Pathfinder SL 4WD,2020,20195.0
Pathfinder SL 4WD,2023,35559.5
Pathfinder SV,2014,6950.0
Pathfinder SV,2016,8914.0
Pathfinder SV,2017,17998.0
Pathfinder SV,2019,12499.0
Pathfinder SV,2022,27350.0
Pathfinder SV,2024,31343.0
Pathfinder SV 4WD,2020,19195.0
Pathfinder SV 4WD,2022,24999.0
Pathfinder SV 4WD,2024,31000.0
Patriot High Altitude,2016,9488.0
Patriot High Altitude,2017,15400.0
Patriot High Altitude Edition,2015,8595.5
Patriot Latitude,2016,10888.0
Patriot Latitude X,2011,6928.0
Patriot Limited,2010,5950.0
Patriot Sport,2011,8995.0
Patriot Sport,2014,6124.0
Patriot Sport,2016,9424.0
Phantom Sedan,2022,438900.0
Phantom Sedan 4D,2018,329995.0
Pilot 2WD Special Edition,2021,30000.0
Pilot AWD EX-L,2020,26494.5
Pilot AWD EX-L,2021,31095.0
Pilot AWD EX-L,2022,29500.0
Pilot AWD Special Edition,2021,25500.0
Pilot AWD Special Edition,2022,29494.0
Pilot EX,2013,14998.0
Pilot EX-L,2013,12488.0
Pilot EX-L,2016,17395.0
Pilot EX-L,2017,20695.0
Pilot EX-L,2018,24526.5
Pilot EX-L,2019,23606.25
Pilot EX-L,2022,30061.333333333332
Pilot Elite,2017,18933.0
Pilot Elite,2018,23389.0
Pilot Elite,2019,27599.0
Pilot Elite,2023,45633.0
Pilot LX,2011,9977.0
Pilot LX,2016,15995.0
Pilot LX,2019,20798.0
Pilot Special Edition,2021,28988.0
Pilot Sport,2022,23533.0
Pilot Touring,2012,7994.0
Pilot Touring,2017,26998.0
Pilot Touring,2018,25477.0
Pilot Touring,2022,39998.0
Pilot Touring 8-Passenger,2021,32495.0
Pilot Touring 8-Passenger,2022,35112.5
Pilot TrailSport,2022,30800.0
Police,2018,16795.0
Police,2019,19995.0
Portofino Base,2019,194900.0
Premium,2004,5995.0
Prius Four,2014,15549.0
Prius Four,2017,12495.0
Prius II,2010,6897.5
Prius III,2011,8400.0
Prius LE,2022,24066.0
Prius Limited,2023,24950.0
Prius Nightshade,2022,25995.0
Prius One,2015,10999.0
Prius Persona Series Special Edition,2015,13197.5
Prius Plug-in Advanced,2013,15995.0
Prius Prime,2018,15849.0
Prius Prime Advanced,2017,14900.0
Prius Prime Advanced,2019,24106.0
Prius Prime Limited,2020,26326.0
Prius Prime Premium,2018,23850.0
Prius Prime XLE,2021,20997.0
Prius Three,2013,8064.0
Prius Touring,2007,4999.0
Prius Two,2012,7995.0
Prius Two,2013,10631.75
Prius Two,2016,16669.0
Prius XLE,2024,31181.25
Prius c Two,2016,13998.0
Prius v Three,2017,11500.0
Prius v Two,2012,9872.5
Prius v Two,2013,9995.0
Prius v Two,2014,6495.0
ProMaster 1500 Base,2019,28495.0
ProMaster 1500 Base,2023,31494.5
ProMaster 1500 Low Roof,2015,16950.0
ProMaster 1500 Low Roof,2016,16900.0
ProMaster 1500 Low Roof,2017,18995.0
ProMaster 1500 Low Roof,2018,18918.5
ProMaster 1500 Low Roof,2021,25947.0
ProMaster 1500 Tradesman,2014,13995.0
ProMaster 2500 Base,2023,36107.75
ProMaster 2500 High Roof,2017,23450.0
ProMaster 2500 High Roof,2018,23995.0
ProMaster 2500 High Roof,2019,18592.666666666668
ProMaster 2500 High Roof,2020,20472.0
ProMaster 2500 High Roof,2021,25495.0
ProMaster 2500 High Roof,2022,29749.0
ProMaster 2500 High Roof,2023,31701.916666666668
ProMaster 2500 High Roof,2025,43886.0
ProMaster 2500 Tradesman,2025,40299.0
ProMaster 3500 High Roof,2019,23995.0
ProMaster 3500 High Roof,2020,23845.0
ProMaster 3500 High Roof,2021,25195.5
ProMaster 3500 High Roof,2022,29950.0
ProMaster 3500 High Roof,2023,38294.333333333336
ProMaster 3500 High Roof,2024,45000.0
ProMaster City Base,2021,28090.0
ProMaster City Tradesman,2017,11422.5
ProMaster City Tradesman,2019,12945.0
ProMaster City Tradesman,2020,22549.0
ProMaster City Tradesman,2022,24039.375
Prologue EX,2024,29990.0
Prologue Elite,2024,40395.0
Q3 2.0T Premium,2017,13495.0
Q3 2.0T Premium,2018,16266.2
Q3 2.0T Premium,2019,19376.0
Q3 2.0T Premium Plus,2015,15227.0
Q3 2.0T Premium Plus,2016,17064.25
Q3 2.0T Premium Plus,2018,15274.5
Q3 2.0T Premium Plus,2019,22688.0
Q3 2.0T Prestige,2016,18595.0
Q3 2.0T Prestige,2017,14995.0
Q3 40 Premium,2021,21243.5
Q3 40 Premium,2022,27419.5
Q3 45 S line Premium,2020,25000.0
Q3 45 S line Premium,2022,28784.2
Q3 45 S line Premium,2023,32980.0
Q3 45 S line Premium,2024,32250.0
Q3 45 S line Premium Plus,2021,31945.0
Q3 45 S line Premium Plus,2022,31712.2
Q3 45 S line Premium Plus,2024,38500.0
Q3 Premium,2020,21600.0
Q3 Premium 45 TFSI S line quattro Tiptronic,2023,29995.0
Q3 Premium 45 TFSI S line quattro Tiptronic,2024,31267.0
Q3 Premium Plus Sport,2018,22998.0
Q3 S line Premium,2023,27375.0
Q3 S line Premium,2025,41935.0
Q4 e-tron Premium,2024,40540.0
Q4 e-tron Premium Plus,2024,42375.0
Q4 e-tron Prestige 50 quattro,2022,30990.0
Q40 Base,2015,8900.0
Q5 2.0 TFSI Premium Plus,2018,18980.0
Q5 2.0T Premium,2018,18137.0
Q5 2.0T Premium Plus,2013,11985.0
Q5 2.0T Premium Plus,2014,10463.5
Q5 2.0T Premium Plus,2015,12989.333333333334
Q5 2.0T Premium Plus,2016,16089.5
Q5 2.0T Premium Plus,2017,15990.0
Q5 2.0T Premium Plus,2018,19576.333333333332
Q5 2.0T Premium Plus,2019,24056.0
Q5 2.0T Prestige,2018,15884.0
Q5 2.0T Tech Premium,2018,15495.0
Q5 3.2 Premium Plus,2012,9232.0
Q5 40 Premium,2023,31677.0
Q5 40 Premium,2024,39588.5
Q5 40 Premium Plus,2021,27469.0
Q5 45 Premium,2020,20980.0
Q5 45 Premium Plus,2021,26888.0
Q5 45 Prestige,2020,25628.0
Q5 45 S line Premium,2022,33376.0
Q5 45 S line Premium,2023,35198.0
Q5 45 S line Premium Plus,2022,30616.8
Q5 45 S line Premium Plus,2023,33192.333333333336
Q5 45 S line Premium Plus,2024,46570.0
Q5 45 S line Premium Plus,2025,51660.0
Q5 45 S line Prestige,2023,43916.0
Q5 45 S line quattro Premium,2022,30097.666666666668
Q5 45 S line quattro Premium,2023,30820.0
Q5 45 S line quattro Premium,2024,43178.5
Q5 55 S line Premium Plus,2025,55900.0
Q5 55 S line Prestige,2024,46385.0
Q5 Premium Plus,2014,17998.0
Q5 Premium Plus,2018,21998.0
Q5 e 55 S line quattro Premium,2022,33995.0
Q50 3.0t LUXE,2018,17995.0
Q50 3.0t LUXE,2022,33425.5
Q50 3.0t LUXE,2024,39995.0
Q50 3.0t SENSORY,2022,31888.0
Q50 3.0t SENSORY,2023,33500.0
Q50 3.0t Sport,2019,32492.0
Q50 3.0t Sport,2020,26075.0
Q50 Base,2014,13380.0
Q50 Luxe,2018,21998.0
Q60 3.0t LUXE,2018,29888.0
Q60 Base,2014,13914.0
Q60 LUXE AWD,2022,37999.0
Q7 2.0T Premium,2017,18023.0
Q7 2.0T Premium Plus,2018,15969.0
Q7 3.0L TDI Prestige,2014,17499.0
Q7 3.0T Premium,2017,16985.0
Q7 3.0T Premium Plus,2018,20995.0
Q7 3.0T Prestige,2017,14195.0
Q7 3.0T Prestige,2018,19747.0
Q7 45 Premium,2022,34243.5
Q7 45 Premium Plus,2019,25795.0
Q7 45 Premium Plus,2021,34587.0
Q7 45 Premium Plus,2024,47915.0
Q7 45 Premium Plus,2025,56880.0
Q7 55 Premium,2019,24549.0
Q7 55 Premium,2021,36888.0
Q7 55 Premium,2022,30799.0
Q7 55 Premium Plus,2019,23491.0
Q7 55 Premium Plus,2021,29995.0
Q7 55 Premium Plus,2022,40830.333333333336
Q7 55 Premium Plus,2023,41455.25
Q7 55 Premium Plus,2024,50697.5
Q7 55 Premium Plus,2025,66991.0
Q7 55 Prestige,2019,26995.0
Q7 55 Prestige,2023,55940.0
Q7 55 Prestige,2024,61500.0
Q7 Premium Plus,2022,46998.0
Q70L 3.7X LUXE,2018,25230.0
Q8 3.0T Premium,2019,32989.0
Q8 3.0T Premium Plus,2019,32488.0
Q8 3.0T Prestige,2019,39196.0
Q8 55 Premium Plus,2020,42800.0
Q8 55 Premium Plus,2021,43439.5
Q8 55 Premium Plus,2022,49970.0
Q8 55 Prestige,2024,76444.0
Q8 Premium,2019,32995.0
Q8 Prestige,2019,38950.0
Q8 e-tron Premium,2024,44660.0
Q8 e-tron Premium Plus,2024,49850.5
QX30 Sport,2018,17000.0
QX50 AUTOGRAPH,2022,29842.0
QX50 AUTOGRAPH AWD,2021,26272.0
QX50 Base,2016,13995.0
QX50 ESSENTIAL AWD,2021,23555.0
QX50 ESSENTIAL AWD,2022,26191.0
QX50 Journey,2014,12489.0
QX50 LUXE,2021,24650.0
QX50 LUXE AWD,2021,23995.0
QX50 LUXE AWD,2022,30822.5
QX50 Luxe,2019,22997.5
QX50 Luxe,2020,25998.0
QX50 Luxe,2021,24998.5
QX50 Luxe,2024,36838.0
QX50 SENSORY AWD,2020,21979.0
QX50 SENSORY AWD,2022,33698.5
QX50 SENSORY AWD,2023,36997.0
QX50 SPORT AWD,2024,40955.0
QX50 Sport AWD,2025,45131.5
QX55 ESSENTIAL,2025,43995.0
QX55 LUXE,2022,31138.0
QX55 LUXE,2024,38995.0
QX55 LUXE,2025,41958.0
QX55 Luxe,2022,29998.0
QX55 SENSORY,2023,37188.0
QX55 SENSORY,2024,42600.333333333336
QX55 SENSORY,2025,48439.0
QX60,2015,20998.0
QX60 AUTOGRAPH,2022,40595.0
QX60 AUTOGRAPH,2023,46495.0
QX60 Base,2014,11924.0
QX60 Base,2015,13572.0
QX60 Base,2016,14985.0
QX60 Base,2017,15945.0
QX60 Base,2018,15990.0
QX60 Luxe,2019,22116.4
QX60 Luxe,2020,27998.0
QX60 Luxe,2022,36299.666666666664
QX60 Luxe,2024,46244.333333333336
QX60 Luxe,2025,52294.0
QX60 Pure,2019,11985.0
QX60 Pure,2020,19328.0
QX60 Pure,2022,34495.0
QX60 Pure,2025,42995.0
QX60 Sensory,2022,40998.0
QX70 Base,2016,8866.0
QX80 AUTOGRAPH AWD,2025,93888.0
QX80 Base,2014,13500.0
QX80 Base,2017,17995.0
QX80 Luxe,2019,26321.666666666668
QX80 Luxe,2020,29000.0
QX80 Luxe,2021,28988.0
QX80 Luxe,2022,38798.0
QX80 Luxe,2023,43272.0
QX80 Luxe,2024,51795.0
QX80 PREMIUM SELECT AWD,2023,54148.5
QX80 PREMIUM SELECT AWD,2024,53995.0
QX80 SENSORY AWD,2021,41985.0
QX80 Signature Edition,2017,22499.0
Quattroporte S GranSport,2017,27995.0
Quattroporte S GranSport,2020,45995.0
Quattroporte S Q4,2014,16495.0
Quattroporte S Q4 GranLusso,2018,32995.0
Quest S,2015,8995.0
R/T,2023,33752.0
RAV4 Adventure,2022,30100.0
RAV4 Adventure,2023,29998.333333333332
RAV4 Adventure,2024,34068.666666666664
RAV4 Base,2003,2600.0
RAV4 Base,2009,5799.0
RAV4 Hybrid LE,2019,29998.0
RAV4 Hybrid LE,2021,25995.0
RAV4 Hybrid LE,2022,24179.0
RAV4 Hybrid LE,2024,30560.0
RAV4 Hybrid LE,2025,36995.0
RAV4 Hybrid Limited,2016,22000.0
RAV4 Hybrid Limited,2018,22172.0
RAV4 Hybrid Limited,2019,29500.0
RAV4 Hybrid Limited,2020,33500.0
RAV4 Hybrid Limited,2021,29427.0
RAV4 Hybrid Limited,2023,38316.0
RAV4 Hybrid Limited,2024,43998.0
RAV4 Hybrid SE,2019,25598.0
RAV4 Hybrid SE,2021,34400.0
RAV4 Hybrid SE,2022,35840.5
RAV4 Hybrid SE,2023,37097.5
RAV4 Hybrid Woodland Edition,2023,33799.0
RAV4 Hybrid Woodland Edition,2024,39244.0
RAV4 Hybrid XLE,2019,26340.0
RAV4 Hybrid XLE,2020,27988.0
RAV4 Hybrid XLE,2021,31965.666666666668
RAV4 Hybrid XLE,2023,31467.5
RAV4 Hybrid XLE,2024,36873.75
RAV4 Hybrid XLE Premium,2025,41940.0
RAV4 LE,2014,12200.0
RAV4 LE,2015,13422.5
RAV4 LE,2016,15991.0
RAV4 LE,2017,15721.0
RAV4 LE,2018,19329.0
RAV4 LE,2019,21995.0
RAV4 LE,2020,25633.5
RAV4 LE,2021,26929.0
RAV4 LE,2022,28999.0
RAV4 LE,2023,27500.0
RAV4 LE,2024,30827.666666666668
RAV4 Limited,2011,11999.0
RAV4 Limited,2012,11995.0
RAV4 Limited,2015,20000.0
RAV4 Limited,2019,27598.0
RAV4 Limited,2021,28412.0
RAV4 Limited,2022,36499.0
RAV4 Limited,2025,42616.0
RAV4 SE,2017,18995.0
RAV4 XLE,2013,13995.0
RAV4 XLE,2014,17998.0
RAV4 XLE,2015,15196.0
RAV4 XLE,2016,13228.0
RAV4 XLE,2017,17954.5
RAV4 XLE,2018,18648.333333333332
RAV4 XLE,2019,23247.5
RAV4 XLE,2020,23247.0
RAV4 XLE,2021,26688.8
RAV4 XLE,2022,28446.14285714286
RAV4 XLE,2023,28186.846153846152
RAV4 XLE,2024,31232.625
RAV4 XLE Premium,2019,25920.5
RAV4 XLE Premium,2020,25831.5
RAV4 XLE Premium,2021,27871.5
RAV4 XLE Premium,2022,28227.666666666668
RAV4 XLE Premium,2023,33998.0
RAV4 XLE Premium,2024,35574.0
RC 350 Base,2015,26994.0
RDX,2013,17998.0
RDX,2017,20998.0
RDX A-Spec,2019,27995.0
RDX A-Spec,2021,33890.0
RDX A-Spec,2024,45995.0
RDX A-Spec Advance Package,2023,43262.0
RDX A-Spec Advance Package,2024,48241.0
RDX A-Spec Advance Package,2025,47224.25
RDX AcuraWatch Plus Package,2017,19980.0
RDX Advance Package,2017,22900.0
RDX Advance Package,2021,34994.0
RDX Base,2013,10687.0
RDX Base,2014,12500.0
RDX Base,2019,21134.0
RDX Base,2022,30790.0
RDX Base,2023,38344.0
RDX Base,2024,45990.0
RDX Base,2025,46871.0
RDX SH-AWD A-Spec,2022,37998.0
RDX Technology,2013,10977.0
RDX Technology,2014,14995.0
RDX Technology Package,2015,14496.333333333334
RDX Technology Package,2019,24243.0
RDX Technology Package,2020,27170.5
RDX Technology Package,2021,27990.0
RDX Technology Package,2022,32599.0
RDX Technology Package,2023,35663.0
RDX w/Technology Package,2024,38800.0
ROUSH STAGE 2 5 SPEED MANUAL VERY CLEAN,2011,24994.0
RS Q8 4.0T,2021,79980.0
RS Q8 4.0T,2022,98892.0
RS Q8 4.0T quattro,2020,81950.0
RS e-tron GT quattro,2022,72980.0
RX 350 Base,2009,10850.0
RX 350 Base,2010,9977.0
RX 350 Base,2011,22985.0
RX 350 Base,2013,10999.0
RX 350 Base,2020,37977.0
RX 350 Base,2022,42744.5
RX 350 Base,2024,50591.0
RX 350 F SPORT Handling,2021,40999.0
RX 350 F Sport,2015,16995.0
RX 350 F Sport,2016,21500.0
RX 350 Performance,2020,40998.0
RX 350 Premium,2023,53988.0
RX 350L Base,2022,44995.0
RX 350L Premium,2018,34988.0
RX 450h Base,2010,13477.0
RX 450h Base,2012,17777.0
RX 450h Base,2013,18988.0
RX 450h Base,2015,25985.0
RX 450h Base,2021,39989.0
RX 450h Base,2022,43500.0
RZ 450e 450e Premium,2023,34995.0
RZ 450e Luxury,2023,44495.0
RZ 450e Luxury,2024,47986.0
